Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,TEI-TEO,TCO-TCI,fault level,Label,Condition block
24600,44,55.97,56,45.11,44.9,75.22,75,85.49,85.1,83.05,73.55,55.25,56.1,114.4,27.19,105.7,-18.51,98.04,91.54,7.668,1.168,79.2,4.352,0.8078,267.1,216.6,7.2,5.9,37.7,33,91.2,106.7,9.5,41.4,3.7,113.1,21.7,73.8,93,89,21.81,5.424,5.704,20,0,114,110.9,138.5,104.8,9.9,11.1,80,30,100,70,53,56,43,55.98,70.6,61.6,58.88,44.61,67.66,35.75,10.86,10.269999999999996,Normal,100,34
24600,44,55.93,56.1,45.07,44.9,75.22,75.2,85.49,85.3,83.05,73.55,55.21,56.06,114.2,27.14,105.5,-18.48,97.6,91.13,7.634,1.163,79.25,4.33,0.812,266.6,215.6,7.3,6.2,37.6,32.9,91.5,107.2,9.7,41.5,3.9,112.9,21.6,74.2,94,90,21.04,5.243,5.618,20,0,114,110.9,138,104.6,10.1,11.2,80,30,100,70,53,56,47,55.98,70.6,61.56,58.84,44.53,67.36,36.3,10.86,10.269999999999996,Normal,100,34
24600,44,55.93,56,45.07,44.9,75.22,75.2,85.53,85.3,83.05,73.55,55.21,56.06,114.3,27.51,105.2,-18.42,97.32,90.87,7.612,1.159,79.35,4.312,0.8153,265.8,215,7.3,6.2,37.6,32.9,91.5,107.2,9.9,41.4,3.7,113.1,21.2,73.7,93,89,19.82,4.934,5.704,20,0,114.2,110.7,138,104.3,10.1,11.1,80,30,100,70,53,56,47,55.98,70.65,61.6,58.88,45.01,67.16,36.13,10.86,10.310000000000002,Normal,100,34
24600,44,55.93,56.1,45.07,44.9,75.26,75.2,85.57,85.3,83.01,73.55,55.21,56.06,115.1,28.62,105.4,-19.01,97.83,91.34,7.651,1.165,79.36,4.334,0.8112,267.7,216.1,7.2,5.9,37.7,33,91.5,106.7,9.7,41.4,3.8,112.7,21.4,73.8,93,89,18.76,4.638,5.704,20,0,114.2,110.7,139.4,106.2,10.1,11.2,80,30,100,70,53,56,47,55.98,70.65,61.56,58.88,46.82,68.54,35.81,10.86,10.309999999999988,Normal,100,34
24600,44,55.93,56.1,45.07,44.9,75.26,75.2,85.57,85.3,83.05,73.55,55.21,56.06,115,28.15,105.9,-19,98.01,91.51,7.665,1.167,79.29,4.346,0.809,267.6,216.5,7.2,6.2,37.6,32.9,91.5,107.2,9.4,41.5,3.8,112.9,21.4,74.3,93,89,19.44,4.806,5.704,20,0,114,110.7,139,105.3,10.1,11.2,80,30,100,70,53,56,47,55.98,70.56,61.56,58.88,46.32,68.67,36.32,10.86,10.309999999999988,Normal,100,34
24600,44,55.93,56.1,45.07,44.9,75.22,75.2,85.53,85.3,83.01,73.55,55.25,56.06,114,27.9,104.5,-18.38,97.37,91.28,7.249,1.16,79.21,4.322,0.8135,265.2,215.1,7.3,5.9,37.6,32.9,91.2,106.7,9.7,41.4,3.8,112.9,21.9,74.3,94,90,20.8,5.191,5.618,20,0,114.2,110.9,139.9,106.5,10.3,11.2,80,30,100,70,53,56,47,55.98,70.52,61.6,58.88,46.03,63.96,33.46,10.86,10.310000000000002,Normal,100,34
24600,44,55.93,56.1,45.11,44.9,75.26,75,85.57,85.1,83.01,73.55,55.21,56.06,114.6,28.49,105,-18.92,96.9,90.45,7.608,1.159,79.33,4.295,0.8187,266.5,214.9,7.3,5.9,37.6,32.9,91.2,106.7,9.8,41.4,3.8,113.1,21.6,73.8,93,89,17.27,4.288,5.704,20,0,114.2,110.7,139.4,105.9,10.3,11.2,80,30,100,70,53,56,43,55.98,70.44,61.6,58.84,47.27,66.13,36.89,10.82,10.309999999999988,Normal,100,34
24600,44,55.93,56.1,45.07,44.9,75.22,75.2,85.53,85.1,82.97,73.55,55.21,56.06,114.9,28.57,104.8,-18.52,97.61,91.14,7.635,1.163,79.28,4.329,0.8122,267.2,215.6,7.2,6.4,37.6,32.9,91.5,107.2,9.8,41.4,3.7,112.9,21.6,73.7,94,90,18.64,4.616,5.618,20,0,114,110.7,140.4,106.7,9.9,11.2,80,30,100,70,53,56,47,55.98,70.4,61.6,58.88,47.53,67.36,34.85,10.86,10.310000000000002,Normal,100,34
24600,44,55.93,56,45.07,44.9,75.22,75,85.53,85.3,82.97,73.55,55.21,56.06,115.1,28.62,105,-18.55,97.45,90.99,7.622,1.161,79.17,4.328,0.8123,267.7,215.3,7.3,5.9,37.6,32.9,91.2,106.7,9.8,41.5,3.9,112.9,21.9,73.8,93,89,17.26,4.268,5.704,20,0,114,110.7,139,107.9,10.3,11.3,80,30,100,70,53,56,43,55.93,70.4,61.6,58.88,47.48,67.25,35.69,10.86,10.310000000000002,Normal,100,34
26700,44,50.12,50.1,44.04,43.9,75.17,75,81.07,80.8,78.99,61.55,49.19,50.33,65.62,23.09,194.1,-151.6,54.7,46.37,10.23,1.903,51.2,3.756,0.9361,267.2,216.1,4.7,3.5,39.2,34.3,84.3,94.3,6.3,42.4,3.3,116,31.1,60.5,58,56,12.82,5.559,8.86,20,0,112.4,109,138,103,5.8,6.2,90,0,100,25,48,56,41,55.93,68.56,57.47,54.05,43.91,71.89,203.4,6.079999999999998,5.899999999999992,Normal,100,35
26700,44,50.12,50.1,44.04,43.8,75.17,75.2,81.11,80.7,78.99,61.55,49.19,50.33,66.44,23.68,195.2,-152.4,54.18,45.93,10.14,1.885,51.2,3.721,0.9449,268.6,214.1,4.8,3.5,39.1,34.2,84.3,94.3,5.9,42.4,3.3,115.7,31.4,60.1,58,56,8.116,3.474,8.86,20,0,112.4,109,139,104.2,5.6,6.2,90,0,100,25,48,56,45,55.89,68.52,57.47,54.05,45.02,71.21,205.4,6.079999999999998,5.939999999999998,Normal,100,35
26700,44,50.08,50.3,44.08,43.9,75.17,75.2,81.11,80.8,78.99,61.55,49.19,50.33,66.59,23.73,195.6,-152.8,53.81,45.87,10.2,2.265,51.16,3.698,0.9507,269.3,215.5,4.7,3.8,39.2,34.3,84.6,94.8,5.7,42.4,3.3,115.7,31.1,60.1,58,56,6.235,2.663,8.86,20,0,112.2,109,138,102.9,5.6,6.4,90,0,100,25,48,56,45,55.89,68.48,57.43,54.05,45.27,72.56,206.1,6,5.939999999999998,Normal,100,35
26700,44,50.12,50.3,44.04,43.9,75.17,75,81.07,80.8,78.99,61.55,49.19,50.33,65.65,23.11,194.2,-151.7,54,45.78,10.1,1.879,51.2,3.708,0.9482,267.3,213.4,4.7,3.5,39.2,34.3,84.3,94.3,5.9,42.4,3.3,115.7,31.4,60.1,58,56,10.25,4.442,8.86,20,0,112.4,109,139.4,104.4,5.8,6.4,90,0,100,25,48,56,41,55.89,68.48,57.43,54.05,44.08,71.84,204.3,6.079999999999998,5.899999999999992,Normal,100,35
26700,44,50.12,50.1,44.08,43.9,75.17,75.2,81.07,80.8,78.95,61.55,49.19,50.33,65.93,23.66,194.6,-152.3,54.17,45.87,10.2,1.898,51.15,3.724,0.9441,268.5,215.5,4.7,3.5,39.2,34.3,84.3,94.3,6.3,42.4,3.3,115.7,31.4,60.5,58,56,9.814,4.234,8.86,20,0,112.4,109,139.9,103.4,5.6,6.4,90,0,100,25,48,56,45,55.89,68.43,57.39,54.05,45.28,73.45,205.2,6.039999999999999,5.899999999999992,Normal,100,35
26700,44,50.16,50.1,44.08,43.9,75.17,75,81.11,80.8,78.95,61.55,49.19,50.33,66.03,23.99,193.6,-151.5,54.32,45.68,10.16,1.524,51.24,3.727,0.9433,267,214.6,4.7,3.5,38.9,34,84.3,94.3,6,42.4,3.2,116,31.3,60,58,56,10.05,4.329,8.86,20,0,112.4,109,138,103,5.8,6.2,90,0,100,25,48,56,41,55.89,68.39,57.39,54.05,46.06,73.15,204,6.079999999999998,5.939999999999998,Normal,100,35
26700,44,50.16,50.3,44.08,43.9,75.17,75,81.07,80.8,78.95,61.51,49.19,50.33,66.1,23.72,195.6,-153.2,54.37,45.73,10.17,1.526,51.19,3.735,0.9414,269.2,214.8,4.8,3.5,39.1,34.2,84.3,94.3,5.9,42.4,3.3,115.7,31.4,60,58,56,9.955,4.283,8.86,20,0,112.4,108.8,138.5,100.7,5.8,6.4,90,0,100,25,48,56,41,55.85,68.43,57.39,54.05,45.25,73.22,206.2,6.079999999999998,5.899999999999992,Normal,100,35
26700,44,50.12,50.3,44.08,43.9,75.17,75,81.07,80.8,78.95,61.51,49.19,50.33,65.92,23.66,195,-152.8,53.81,45.56,10.14,1.885,51.15,3.699,0.9505,268.4,214,4.8,3.5,39.1,34.2,84.3,94.3,6.2,42.4,3.3,116,31.1,60.1,58,56,8.57,3.697,8.86,20,0,112.7,109,138.5,103.7,5.8,6.4,90,0,100,25,48,56,41,55.89,68.43,57.35,54.01,45.28,72.95,205.7,6.039999999999999,5.899999999999992,Normal,100,35
26800,44,50.12,50.3,44.08,43.9,75.22,75,81.07,80.8,78.95,61.55,49.19,50.33,65.59,23.71,195,-153.1,53.99,45.71,10.17,1.891,51.2,3.707,0.9484,268.9,214.8,4.8,3.8,39.1,34.2,84.6,94.8,6,42.4,3.3,116,31.1,60.3,58,56,10.42,4.516,8.86,20,0,112.4,109,139.4,104.3,5.8,6.4,90,0,100,25,48,56,41,55.85,68.48,57.35,54.01,45.07,73.2,205.9,6.039999999999999,5.849999999999994,Normal,100,35
26800,44,50.12,50.3,44.08,43.9,75.22,75,81.07,80.8,78.95,61.51,49.19,50.33,65.34,23.61,194.7,-152.9,54.02,45.74,10.17,1.892,51.17,3.712,0.9472,267.9,214.9,4.9,3.2,38.9,34,84,93.8,6.2,42.5,3.6,116,31.7,60.6,58,56,11.38,4.955,8.86,20,0,112.2,109,138.5,103.9,5.6,6.2,90,0,100,25,48,56,41,55.89,68.48,57.35,54.01,45.04,73.24,204.9,6.039999999999999,5.849999999999994,Normal,100,35
26800,44,50.12,50.1,44.04,43.9,75.22,75.2,81.07,80.8,78.95,61.55,49.19,50.33,65.44,23.65,194.5,-152.7,54.51,46.21,10.2,1.896,51.2,3.744,0.9392,268.3,215.4,5,3.5,39.1,34.2,84.3,94.3,6.2,42.4,3.2,115.7,31.7,60.6,58,56,12.78,5.556,8.86,20,0,112.2,108.8,138.5,103.2,5.6,6.2,90,0,100,25,48,56,45,55.85,68.52,57.35,54.01,44.82,73.41,204.6,6.079999999999998,5.849999999999994,Normal,100,35
26900,45,50.08,50.1,44,43.8,75.17,75,81.07,80.5,78.95,61.55,49.19,50.33,66.16,23.75,195.3,-152.9,54.58,46.64,10.21,2.267,47.37,4.051,0.8679,269.4,215.7,4.1,3,39.8,34.8,83.5,92.8,5.2,42.5,3,116,32.2,58.5,54,52,6.651,2.859,9.315,20,0,112.2,109,136,100.5,5.1,6.2,20,0,100,10,48,56,23,55.85,68.39,57.35,54.01,45.44,73.5,205.1,6.079999999999998,5.899999999999992,Normal,100,36
26900,45,50.12,50.1,44.08,44.4,75.3,76.8,80.99,80,78.95,61.55,49.19,50.33,63.37,22.65,193.8,-153.1,53.7,45.47,10.12,1.881,33.17,5.693,0.6176,267.3,213.6,1.5,0.7,42.8,37.9,80.7,87.9,2.6,42.7,0,116,35.3,49.9,39,38,-0.8268,-0.3711,11.2,20,0,112.4,109,138,98.7,3.2,5.7,20,0,100,10,48,56,38,55.85,68.43,57.3,54.01,43.21,73.71,204.6,6.039999999999999,5.689999999999998,Normal,100,37
27900,45,48.4,48.3,45.52,45.4,74.97,75,77.96,77.9,76.86,55.78,48.37,48.57,33.54,12.26,236.7,-215.5,25.67,25.45,1.735,1.519,36.44,2.477,1.419,269.5,213.9,4.4,2,41,36.1,79.5,86.4,3.5,45.1,4.3,137.4,57.9,50.5,42,40,8.761,7.429,10.89,20,0,116.7,111.8,138,100.8,2.9,2.9,20,0,100,10,48,56,23,56.22,70.77,48.75,48.81,20.23,41.64,240.5,2.8799999999999955,2.989999999999995,Normal,100,38
27900,45,48.4,48.3,45.52,45.4,74.97,74.9,77.96,77.9,76.86,55.82,48.33,48.61,33.63,12.29,236.9,-215.6,25.75,25.17,2.473,1.89,36.43,2.485,1.415,270.2,214.5,4.6,1.3,40.8,35.9,79.2,85.4,3.6,45.1,4.3,137.1,58.6,49.8,42,40,8.731,7.384,10.89,20,0,116.2,112,137.5,100.3,3,2.9,20,0,100,10,48,56,23,56.18,70.77,48.75,48.81,20.22,59.34,241.5,2.8799999999999955,2.989999999999995,Normal,100,38
27900,45,48.4,48.5,45.52,45.4,74.97,74.9,77.92,77.9,76.82,55.78,48.33,48.57,33.21,12.31,237.2,-216.3,25.86,25.27,2.115,1.53,36.44,2.495,1.409,270.6,215.4,4.6,1.3,40.8,35.9,79.2,85.4,3.8,45.3,4.3,137.1,58.2,49.8,42,40,10.58,9.061,10.89,20,0,116.4,112,137,100.3,3,3.1,20,0,100,10,48,56,23,56.22,70.77,48.75,48.81,20.31,50.77,241.7,2.8799999999999955,2.950000000000003,Normal,100,38
27900,45,48.4,48.3,45.52,45.4,74.97,74.9,77.92,77.8,76.86,55.78,48.37,48.57,33.09,11.81,236.8,-215.5,25.95,25.73,1.754,1.535,36.44,2.504,1.404,269.6,216.2,4.6,2,40.8,35.9,79.8,86.4,3,45.1,4.3,137.4,57.3,50,42,40,11.33,9.741,10.89,20,0,116.4,112,138.5,101.3,2.9,2.9,20,0,100,10,48,56,23,56.22,70.81,48.75,48.81,19.42,42.1,240.3,2.8799999999999955,2.950000000000003,Normal,100,38
28400,45,48.32,48.3,45.43,45.4,75.05,75,78,77.9,76.95,55.78,48.25,48.49,33.16,11.83,238.3,-216.9,25.86,25.27,2.115,1.53,36.51,2.49,1.412,270.2,215.4,4.1,1.9,40.8,35.9,79.8,86.4,3.3,45.3,4,137.4,57.3,50.8,42,40,10.82,9.282,10.89,20,0,117.8,113.1,136.5,99.3,2.9,2.9,20,0,100,10,48,56,23,56.34,70.89,48.71,48.77,19.52,50.77,241.5,2.890000000000001,2.950000000000003,Normal,100,38
28400,45,48.32,48.3,45.43,45.3,75.05,75,78.04,77.9,76.95,55.78,48.29,48.49,33.61,12.28,238.1,-216.8,25.98,25.76,1.756,1.537,36.57,2.498,1.407,270,216.4,4.1,1.9,41.2,36.3,79.8,86.4,3.8,45.1,4.1,137.1,57.6,50.6,42,40,9.747,8.249,10.89,20,0,117.6,113.3,137,99.9,2.9,3,20,0,100,10,48,56,23,56.34,70.93,48.66,48.73,20.21,42.14,240.8,2.890000000000001,2.990000000000009,Normal,100,38
28400,45,48.32,48.3,45.48,45.4,75.05,75,78.04,77.9,76.95,55.74,48.29,48.53,33.57,12.27,238.3,-217,25.45,25.23,2.113,1.895,36.51,2.451,1.434,269.7,215.1,4.1,1.6,41.2,36.3,79.8,85.9,3.6,45.3,4.3,137.4,57.6,49.8,42,40,7.957,6.741,10.89,20,0,117.8,113.3,137,99.8,2.9,3,20,0,100,10,48,56,23,56.38,70.89,48.66,48.73,20.3,50.71,241.2,2.8400000000000034,2.990000000000009,Normal,100,38
28400,45,48.32,48.3,45.43,45.3,75.05,74.9,78.04,77.9,76.95,55.78,48.25,48.53,33.48,12.24,237.2,-216,25.9,25.31,2.487,1.901,36.53,2.492,1.411,269,215.8,4.2,2.2,41.2,36.3,80.1,86.9,3.5,45.1,3.9,137.4,57.3,50.3,43,41,9.865,8.38,10.74,20,0,117.8,113.3,136.5,99.8,3,2.9,20,0,100,10,48,56,23,56.38,70.89,48.66,48.73,20.25,59.7,240.3,2.890000000000001,2.990000000000009,Normal,100,38
28400,45,48.32,48.3,45.43,45.4,75.05,75,78.04,77.9,76.95,55.78,48.29,48.53,33.42,12.21,236.8,-215.6,25.84,25.62,2.114,1.897,36.52,2.487,1.413,268.5,215.3,4.5,1.9,40.8,35.9,79.8,86.4,3.8,45.3,4.3,137.4,57.6,50.6,42,40,9.887,8.415,10.89,20,0,117.6,113.1,137,98.4,3,3,20,0,100,10,48,56,23,56.38,70.89,48.66,48.77,20.21,50.75,239.4,2.890000000000001,2.990000000000009,Normal,100,38
28400,45,48.32,48.5,45.43,45.3,75.05,75,78,77.9,76.95,55.74,48.29,48.53,33.11,11.81,238.3,-217,25.6,25.38,2.095,1.879,36.54,2.463,1.427,269.7,213.3,4.3,1.6,41,36.1,79.5,85.9,3.3,45.3,4.1,137.1,57.9,49.6,43,41,10.13,8.703,10.74,20,0,117.8,113.3,135,98.3,3,3.2,20,0,100,10,48,56,23,56.38,70.93,48.66,48.73,19.48,50.27,241,2.890000000000001,2.950000000000003,Normal,100,38
28400,45,48.32,48.3,45.43,45.4,75.05,74.9,78,77.8,76.95,55.74,48.29,48.49,32.95,11.75,237.2,-216,25.81,25.6,1.745,1.527,36.55,2.484,1.416,268.4,215.1,4.6,1.7,40.8,35.9,79.5,85.9,3.6,45.3,4.5,137.4,57.9,50.1,42,40,11.46,9.893,10.89,20,0,117.8,113.3,136.5,99.3,2.9,2.9,20,0,100,10,48,56,23,56.38,70.89,48.66,48.73,19.45,41.88,239.4,2.890000000000001,2.950000000000003,Normal,100,38
29900,44,55.48,55.6,44.78,44.6,70.26,70,80.21,80,77.23,70.11,53.94,55.65,110.6,33.08,79.17,-1.649,96.54,82.66,15.42,1.537,71.04,4.778,0.7359,266.9,216.5,7.4,6,37.2,32.5,85.7,96.8,8.9,41.4,4,107.7,22,64.6,82,79,21.59,5.55,6.586,20,0,113.3,110.3,136.5,103.3,10,11,80,100,100,87.79,57,56,58,55.57,63.73,67.38,61.5,97.3,63.03,-11.73,10.699999999999996,9.949999999999989,Normal,100,39
29900,44,55.48,55.6,44.78,44.8,70.22,70.1,80.25,80,77.23,70.11,53.94,55.61,112,33.68,79.51,-1.198,96.14,82.31,14.99,1.163,71.39,4.735,0.7426,268,215.6,7.2,6,37.4,32.7,86,97.3,9.3,41.2,4,107.5,21.7,64.8,82,79,15.63,3.969,6.586,20,0,113.1,110.3,140.4,107,10,10.8,80,100,100,87.65,57,56,58,55.57,63.68,67.38,61.5,99.56,61.26,-9.422,10.699999999999996,10.03,Normal,100,39
29900,44,55.48,55.6,44.78,44.6,70.26,70.1,80.25,80,77.23,70.11,53.94,55.65,111.3,33.61,79.35,-1.653,95.73,81.96,15.29,1.524,71.45,4.711,0.7463,267.5,214.7,7.4,6,37.4,32.7,86,97.3,9.2,41.4,4,107.5,21.5,64.6,82,79,16.65,4.254,6.586,20,0,113.1,110.3,140.4,107.4,10,10.8,80,100,100,87.52,57,56,58,55.57,63.68,67.42,61.5,99.36,62.07,-8.783,10.699999999999996,9.989999999999997,Normal,100,39
29900,44,55.48,55.6,44.78,44.8,70.26,70,80.25,80,77.27,70.11,53.94,55.65,111.1,33.11,79.69,-1.65,96.01,82.2,15.34,1.529,71.15,4.744,0.7411,267,215.3,7.4,6.1,37.2,32.7,86,97.3,9.3,41.2,3.8,107.7,21.7,64.6,82,79,17.92,4.587,6.586,20,0,113.1,110.5,139,105.8,10,10.8,80,100,100,87.38,57,56,58,55.57,63.68,67.42,61.5,97.86,62.25,-8.407,10.699999999999996,9.989999999999997,Normal,100,39
29900,44,55.48,55.6,44.82,44.8,70.22,70,80.21,80,77.23,70.11,53.94,55.65,111,33.07,79.15,-1.192,95.84,82,15.37,1.532,71.33,4.724,0.7443,266.8,215.8,7.2,6.3,37.4,32.7,86.3,97.8,9.5,41.4,4.2,107.7,21.2,64.3,82,79,17.91,4.588,6.586,20,0,113.1,110.3,139.9,106.7,9.9,10.8,80,100,100,87.25,57,56,58,55.57,63.73,67.46,61.5,97.28,61.95,-9.601,10.659999999999997,9.989999999999997,Normal,100,39
29900,44,55.48,55.8,44.82,44.6,70.26,70.1,80.25,80,77.19,70.11,53.94,55.65,110.6,33.85,78.39,-1.642,95.54,81.74,15.32,1.527,71.24,4.715,0.7457,265.8,215.1,7.4,6.3,37.2,32.5,86.3,97.8,8.9,41.2,3.8,107.5,21.8,64.3,82,79,18.27,4.698,6.586,20,0,112.9,110.3,138.5,105.5,10,11.2,80,100,100,87.11,57,56,58,55.61,63.73,67.46,61.5,100.1,61.76,-11.35,10.659999999999997,9.989999999999997,Normal,100,39
29900,44,55.48,55.6,44.82,44.8,70.22,70.1,80.25,80,77.23,70.11,53.94,55.65,111.5,33.55,79.19,-1.193,95.7,81.88,15.35,1.53,71.27,4.721,0.7447,266.9,215.5,7.4,6.3,37.4,32.7,86,97.3,9.2,41.2,4,107.5,21.7,65.1,82,79,15.57,3.971,6.586,20,0,113.1,110.5,139,105.6,9.9,10.8,80,100,100,86.98,57,56,58,55.57,63.73,67.5,61.5,98.66,61.44,-9.071,10.659999999999997,10.03,Normal,100,39
30000,44,55.52,55.6,44.82,44.8,70.22,70,80.21,80,77.23,70.11,53.94,55.65,110.4,32.87,78.68,-1.185,96.04,81.86,15.34,1.162,71.52,4.722,0.7446,265.2,215.4,7.6,6,37.2,32.5,86,97.3,9.5,41.2,4,107.5,21.5,65.3,82,79,21.15,5.45,6.586,20,0,112.7,110.3,139.9,106.4,10,11,80,100,100,86.85,57,56,58,55.57,63.68,67.5,61.5,97.18,61.42,-10.73,10.700000000000005,9.989999999999997,Normal,100,39
30000,44,55.52,55.6,44.82,44.8,70.22,70.1,80.25,80,77.23,70.11,53.94,55.69,110.9,33.35,78.72,-1.186,95.56,81.45,15.63,1.522,71.21,4.718,0.7452,265.3,214.3,7.6,6.3,37.2,32.5,86.3,97.8,9.2,41.2,4,107.7,21.5,64.6,82,79,17.32,4.443,6.586,20,0,112.9,110.3,139.9,106.5,9.9,10.8,80,100,100,86.71,57,56,58,55.57,63.73,67.5,61.54,98.08,63.01,-9.179,10.700000000000005,10.03,Normal,100,39
30000,44,55.48,55.6,44.82,44.8,70.22,70,80.21,80,77.23,70.11,53.94,55.69,110.9,33.04,79.07,-1.191,95.62,81.81,15.7,1.896,71.26,4.718,0.7453,266.5,215.3,7.4,6.4,37.4,32.7,86,97.8,9.2,41.2,3.8,107.5,21.5,65.3,82,79,17.46,4.477,6.586,20,0,112.7,110.1,138,105.1,9.9,10.8,80,100,100,86.58,57,56,58,55.57,63.68,67.5,61.54,97.67,63.29,-9.234,10.659999999999997,9.989999999999997,Normal,100,39
30000,44,55.48,55.8,44.82,44.8,70.22,70,80.25,80,77.23,70.11,53.94,55.69,111.3,33.48,79.04,-1.191,95.62,81.81,15.7,1.896,71.45,4.705,0.7472,266.4,215.3,7.6,6.3,37.2,32.5,86.3,97.8,9.2,41.2,4,107.7,21.4,64.6,82,79,16.19,4.136,6.586,20,0,112.9,110.1,139.9,106.5,9.9,11.2,80,100,100,86.44,57,56,58,55.61,63.73,67.5,61.54,98.97,63.29,-9.33,10.659999999999997,10.03,Normal,100,39
30000,44,55.52,55.8,44.82,44.8,70.22,70,80.21,80,77.23,70.11,53.94,55.69,111.1,33.1,79.21,-1.193,95.62,81.5,15.64,1.523,71.32,4.714,0.7458,267,214.4,7.6,6.3,37.2,32.5,86.3,97.8,9.5,41.2,3.8,107.5,21.4,64.6,82,79,16.81,4.302,6.586,20,0,112.9,110.3,137,103.8,10,11,80,100,100,86.31,57,56,58,55.57,63.73,67.46,61.54,97.35,63.48,-7.696,10.700000000000005,9.989999999999997,Normal,100,39
30000,44,55.52,55.8,44.82,44.8,70.22,70,80.21,80,77.23,70.11,53.94,55.69,111.2,33.13,79.29,-1.194,95.93,81.77,15.69,1.528,71.25,4.734,0.7427,267.2,215.1,7.4,6.1,37.4,32.7,86,97.3,9.2,41.2,3.8,107.5,21.7,64.6,84,80,17.49,4.474,6.496,20,0,112.9,110.1,139.4,106,9.8,11,80,100,100,86.17,57,56,58,55.52,63.73,67.42,61.54,96.95,64.14,-8.359,10.700000000000005,9.989999999999997,Normal,100,39
30000,44,55.52,55.6,44.86,44.8,70.22,70,80.25,80,77.23,70.11,53.98,55.69,111,33.37,78.78,-1.187,95.51,81.72,15.32,1.527,71.26,4.712,0.7461,265.5,215,7.2,6,37.6,32.9,86,97.3,9.3,41.4,4,107.7,21.5,64.1,82,79,16.96,4.348,6.586,20,0,112.9,110.1,138.5,105.6,9.9,11,80,100,100,86.04,57,56,58,55.57,63.68,67.38,61.54,98.64,63.04,-9.931,10.660000000000004,10.03,Normal,100,39
30000,44,55.52,55.6,44.86,44.8,70.22,70.1,80.21,80,77.23,70.11,53.98,55.69,110.3,32.85,78.62,-1.184,95.83,81.99,15.37,1.532,71.2,4.733,0.7429,265,215.7,7.6,6,37.2,32.5,86,97.3,9.3,41.2,4,107.7,21.2,64.6,84,80,20.35,5.248,6.496,20,0,112.7,110.3,136,102.6,10,10.8,80,100,100,85.91,57,56,58,55.57,63.73,67.42,61.54,96.62,62.81,-11.36,10.660000000000004,9.989999999999997,Normal,100,39
30000,44,55.52,55.5,44.86,44.8,70.22,70,80.25,80,77.23,70.11,53.98,55.69,110.9,33.35,78.74,-1.186,95.45,81.67,15.31,1.526,71.35,4.704,0.7474,265.4,214.9,7.4,6,37.4,32.7,86,97.3,9.2,41.4,4.2,107.5,21.7,64.8,82,79,17.01,4.362,6.586,20,0,112.7,110.1,139,105.5,10,10.7,80,100,100,85.77,57,56,58,55.57,63.68,67.38,61.54,98.6,63,-9.879,10.660000000000004,10.03,Normal,100,39
30000,44,55.52,55.8,44.86,44.8,70.22,70.1,80.25,79.9,77.23,70.11,53.98,55.73,111.1,33.41,78.86,-1.188,95.72,81.9,15.72,1.898,71.35,4.717,0.7454,265.8,215.5,7.6,6.1,37.4,32.7,86,97.3,9,41.2,4,107.5,21.7,65.1,84,80,17.34,4.441,6.496,20,0,112.4,110.1,139.4,106,9.8,11,80,100,100,85.64,57,56,58,55.57,63.68,67.42,61.5,98.75,63.79,-10.24,10.660000000000004,10.03,Normal,100,39
31900,44,51.3,51.4,44.41,44.4,64.98,64.8,71.32,71.1,69.99,63.48,51.12,51.47,71.45,15.06,73.27,-16.89,61.93,60.24,3.221,1.531,47.17,4.617,0.7616,270.3,215.6,6.7,4.2,37.7,33,75.3,79.4,6.3,42.2,4.6,105.5,30,46,53,51,13.71,5.456,9.433,20,0,109.2,106.9,133.5,100,6.4,7.1,40.25,0,100,65,51,56,48,55.77,62.78,52.84,52.25,51.55,77.31,48.06,6.890000000000001,6.339999999999989,Normal,100,40
31900,44,51.3,51.4,44.41,44.3,64.98,64.8,71.32,71.1,70.03,63.44,51.12,51.43,71.3,14.57,74.04,-17.31,61.91,60.22,2.852,1.162,47.16,4.616,0.7616,269.7,215.6,6.8,3.9,37.6,32.9,75,78.9,6.1,42.2,4.6,105.3,30.3,46.7,53,51,14.17,5.652,9.433,20,0,109,106.9,135,100.3,6.1,7.1,40.39,0,100,65,51,56,48,55.81,62.82,52.84,52.29,49.86,68.46,50.31,6.890000000000001,6.339999999999989,Normal,100,40
31900,44,51.3,51.4,44.41,44.4,64.98,64.8,71.32,71.1,70.03,63.48,51.16,51.47,71.26,14.56,73.53,-16.84,61.83,60.51,2.849,1.528,47.1,4.616,0.7617,269.5,215.3,6.7,3.9,37.6,32.9,75,78.9,6.3,42.2,4.6,105.5,30.5,46,53,51,13.97,5.577,9.433,20,0,109.2,106.9,133,99.3,6.3,7.1,40.53,0,100,65,51,56,48,55.81,62.82,52.84,52.25,49.83,68.37,47.73,6.890000000000001,6.339999999999989,Normal,100,40
